"Confidence"	"Date"	"geogcode"	"variable"	"value type"	"value"	"flag"
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000021"	"% with RQF1+ - aged 16-64"	"Conf"	3.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"% aged 16-64 who are self employed"	"Numerator"	25500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"% aged 16-64 who are self employed"	"Denominator"	183100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"% aged 16-64 who are self employed"	"Percent"	13.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"% aged 16-64 who are self employed"	"Conf"	3.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"Unemployment rate - aged 16-64"	"Numerator"	3300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"Unemployment rate - aged 16-64"	"Denominator"	147200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"Unemployment rate - aged 16-64"	"Percent"	2.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"Unemployment rate - aged 16-64"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"% with RQF4+ - aged 16-64"	"Numerator"	78300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"% with RQF4+ - aged 16-64"	"Denominator"	175000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"% with RQF4+ - aged 16-64"	"Percent"	44.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"% with RQF4+ - aged 16-64"	"Conf"	4.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"% with RQF3+ - aged 16-64"	"Numerator"	119000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"% with RQF3+ - aged 16-64"	"Denominator"	175000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"% with RQF3+ - aged 16-64"	"Percent"	68.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"% with RQF3+ - aged 16-64"	"Conf"	4.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"% with RQF2+ - aged 16-64"	"Numerator"	159200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"% with RQF2+ - aged 16-64"	"Denominator"	175000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"% with RQF2+ - aged 16-64"	"Percent"	91.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"% with RQF2+ - aged 16-64"	"Conf"	2.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"% with RQF1+ - aged 16-64"	"Numerator"	162000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"% with RQF1+ - aged 16-64"	"Denominator"	175000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"% with RQF1+ - aged 16-64"	"Percent"	92.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000051"	"% with RQF1+ - aged 16-64"	"Conf"	2.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"% aged 16-64 who are self employed"	"Numerator"	8200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"% aged 16-64 who are self employed"	"Denominator"	61900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"% aged 16-64 who are self employed"	"Percent"	13.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"% aged 16-64 who are self employed"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"Unemployment rate - aged 16-64"	"Numerator"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"Unemployment rate - aged 16-64"	"Denominator"	53400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"Unemployment rate - aged 16-64"	"Percent"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"Unemployment rate - aged 16-64"	"Conf"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"% with RQF4+ - aged 16-64"	"Numerator"	21800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"% with RQF4+ - aged 16-64"	"Denominator"	61900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"% with RQF4+ - aged 16-64"	"Percent"	35.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"% with RQF4+ - aged 16-64"	"Conf"	12.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"% with RQF3+ - aged 16-64"	"Numerator"	38300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"% with RQF3+ - aged 16-64"	"Denominator"	61900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"% with RQF3+ - aged 16-64"	"Percent"	61.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"% with RQF3+ - aged 16-64"	"Conf"	12.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"% with RQF2+ - aged 16-64"	"Numerator"	54200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"% with RQF2+ - aged 16-64"	"Denominator"	61900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"% with RQF2+ - aged 16-64"	"Percent"	87.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"% with RQF2+ - aged 16-64"	"Conf"	8.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"% with RQF1+ - aged 16-64"	"Numerator"	60600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"% with RQF1+ - aged 16-64"	"Denominator"	61900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"% with RQF1+ - aged 16-64"	"Percent"	97.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000192"	"% with RQF1+ - aged 16-64"	"Conf"	3.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"% aged 16-64 who are self employed"	"Numerator"	4700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"% aged 16-64 who are self employed"	"Denominator"	71900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"% aged 16-64 who are self employed"	"Percent"	6.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"% aged 16-64 who are self employed"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"Unemployment rate - aged 16-64"	"Numerator"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"Unemployment rate - aged 16-64"	"Denominator"	58500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"Unemployment rate - aged 16-64"	"Percent"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"Unemployment rate - aged 16-64"	"Conf"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"% with RQF4+ - aged 16-64"	"Numerator"	29800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"% with RQF4+ - aged 16-64"	"Denominator"	70900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"% with RQF4+ - aged 16-64"	"Percent"	42.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"% with RQF4+ - aged 16-64"	"Conf"	10.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"% with RQF3+ - aged 16-64"	"Numerator"	44200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"% with RQF3+ - aged 16-64"	"Denominator"	70900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"% with RQF3+ - aged 16-64"	"Percent"	62.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"% with RQF3+ - aged 16-64"	"Conf"	10.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"% with RQF2+ - aged 16-64"	"Numerator"	54900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"% with RQF2+ - aged 16-64"	"Denominator"	70900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"% with RQF2+ - aged 16-64"	"Percent"	77.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"% with RQF2+ - aged 16-64"	"Conf"	8.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"% with RQF1+ - aged 16-64"	"Numerator"	57700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"% with RQF1+ - aged 16-64"	"Denominator"	70900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"% with RQF1+ - aged 16-64"	"Percent"	81.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000193"	"% with RQF1+ - aged 16-64"	"Conf"	8.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"% aged 16-64 who are self employed"	"Numerator"	7200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"% aged 16-64 who are self employed"	"Denominator"	58900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"% aged 16-64 who are self employed"	"Percent"	12.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"% aged 16-64 who are self employed"	"Conf"	6.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"Unemployment rate - aged 16-64"	"Numerator"	2100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"Unemployment rate - aged 16-64"	"Denominator"	49800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"Unemployment rate - aged 16-64"	"Percent"	4.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"Unemployment rate - aged 16-64"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"% with RQF4+ - aged 16-64"	"Numerator"	22400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"% with RQF4+ - aged 16-64"	"Denominator"	58900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"% with RQF4+ - aged 16-64"	"Percent"	38.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"% with RQF4+ - aged 16-64"	"Conf"	10.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"% with RQF3+ - aged 16-64"	"Numerator"	37700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"% with RQF3+ - aged 16-64"	"Denominator"	58900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"% with RQF3+ - aged 16-64"	"Percent"	64.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"% with RQF3+ - aged 16-64"	"Conf"	10.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"% with RQF2+ - aged 16-64"	"Numerator"	53200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"% with RQF2+ - aged 16-64"	"Denominator"	58900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"% with RQF2+ - aged 16-64"	"Percent"	90.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"% with RQF2+ - aged 16-64"	"Conf"	6.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"% with RQF1+ - aged 16-64"	"Numerator"	55600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"% with RQF1+ - aged 16-64"	"Denominator"	58900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"% with RQF1+ - aged 16-64"	"Percent"	94.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000194"	"% with RQF1+ - aged 16-64"	"Conf"	4.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"% aged 16-64 who are self employed"	"Numerator"	8100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"% aged 16-64 who are self employed"	"Denominator"	79100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"% aged 16-64 who are self employed"	"Percent"	10.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"% aged 16-64 who are self employed"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"Unemployment rate - aged 16-64"	"Numerator"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"Unemployment rate - aged 16-64"	"Denominator"	60500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"Unemployment rate - aged 16-64"	"Percent"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"Unemployment rate - aged 16-64"	"Conf"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"% with RQF4+ - aged 16-64"	"Numerator"	36700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"% with RQF4+ - aged 16-64"	"Denominator"	77600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"% with RQF4+ - aged 16-64"	"Percent"	47.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"% with RQF4+ - aged 16-64"	"Conf"	10.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"% with RQF3+ - aged 16-64"	"Numerator"	47900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"% with RQF3+ - aged 16-64"	"Denominator"	77600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"% with RQF3+ - aged 16-64"	"Percent"	61.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"% with RQF3+ - aged 16-64"	"Conf"	10.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"% with RQF2+ - aged 16-64"	"Numerator"	66100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"% with RQF2+ - aged 16-64"	"Denominator"	77600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"% with RQF2+ - aged 16-64"	"Percent"	85.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"% with RQF2+ - aged 16-64"	"Conf"	7.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"% with RQF1+ - aged 16-64"	"Numerator"	67200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"% with RQF1+ - aged 16-64"	"Denominator"	77600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"% with RQF1+ - aged 16-64"	"Percent"	86.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000195"	"% with RQF1+ - aged 16-64"	"Conf"	7.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"% aged 16-64 who are self employed"	"Numerator"	10000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"% aged 16-64 who are self employed"	"Denominator"	68300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"% aged 16-64 who are self employed"	"Percent"	14.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"% aged 16-64 who are self employed"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"Unemployment rate - aged 16-64"	"Numerator"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"Unemployment rate - aged 16-64"	"Denominator"	52000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"Unemployment rate - aged 16-64"	"Percent"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"Unemployment rate - aged 16-64"	"Conf"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"% with RQF4+ - aged 16-64"	"Numerator"	22200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"% with RQF4+ - aged 16-64"	"Denominator"	66000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"% with RQF4+ - aged 16-64"	"Percent"	33.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"% with RQF4+ - aged 16-64"	"Conf"	13.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"% with RQF3+ - aged 16-64"	"Numerator"	41600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"% with RQF3+ - aged 16-64"	"Denominator"	66000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"% with RQF3+ - aged 16-64"	"Percent"	63.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"% with RQF3+ - aged 16-64"	"Conf"	13.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"% with RQF2+ - aged 16-64"	"Numerator"	61100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"% with RQF2+ - aged 16-64"	"Denominator"	66000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"% with RQF2+ - aged 16-64"	"Percent"	92.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"% with RQF2+ - aged 16-64"	"Conf"	7.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"% with RQF1+ - aged 16-64"	"Numerator"	63300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"% with RQF1+ - aged 16-64"	"Denominator"	66000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"% with RQF1+ - aged 16-64"	"Percent"	95.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000196"	"% with RQF1+ - aged 16-64"	"Conf"	5.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000197"	"% aged 16-64 who are self employed"	"Numerator"	7000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000197"	"% aged 16-64 who are self employed"	"Denominator"	80400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000197"	"% aged 16-64 who are self employed"	"Percent"	8.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000197"	"% aged 16-64 who are self employed"	"Conf"	5.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000197"	"Unemployment rate - aged 16-64"	"Numerator"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E07000197"	"Unemployment rate - aged 16-64"	"Denominator"	66600	""
