"Population"	"Units"	"Date"	"geogcode"	"Industry (current)"	"value type"	"value"	"flag"
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"C: Manufacturing"	"%"	9.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"D: Electricity, gas, steam and air conditioning supply"	"number"	411	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"D: Electricity, gas, steam and air conditioning supply"	"%"	1.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"number"	495	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"%"	1.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"F: Construction"	"number"	4022	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"F: Construction"	"%"	9.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"number"	6308	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"%"	15.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"H: Transport and storage"	"number"	1885	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"H: Transport and storage"	"%"	4.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"I: Accommodation and food service activities"	"number"	1524	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"I: Accommodation and food service activities"	"%"	3.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"J: Information and communication"	"number"	897	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"J: Information and communication"	"%"	2.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"K: Financial and insurance activities"	"number"	519	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"K: Financial and insurance activities"	"%"	1.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"L: Real estate activities"	"number"	510	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"L: Real estate activities"	"%"	1.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"M: Professional, scientific and technical activities"	"number"	1874	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"M: Professional, scientific and technical activities"	"%"	4.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"N: Administrative and support service activities"	"number"	1889	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"N: Administrative and support service activities"	"%"	4.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"O: Public administration and defence; compulsory social security"	"number"	3122	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"O: Public administration and defence; compulsory social security"	"%"	7.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"P: Education"	"number"	4585	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"P: Education"	"%"	10.9	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"Q: Human health and social work activities"	"number"	6562	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"Q: Human health and social work activities"	"%"	15.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"R, S, T, U Other"	"number"	1742	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000142"	"R, S, T, U Other"	"%"	4.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"number"	58442	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"%"	100.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"A: Agriculture, Forestry and fishing"	"number"	186	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"A: Agriculture, Forestry and fishing"	"%"	0.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"B: Mining and quarrying"	"number"	92	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"B: Mining and quarrying"	"%"	0.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"C: Manufacturing"	"number"	7572	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"C: Manufacturing"	"%"	13.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"D: Electricity, gas, steam and air conditioning supply"	"number"	664	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"D: Electricity, gas, steam and air conditioning supply"	"%"	1.1	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"number"	472	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"%"	0.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"F: Construction"	"number"	6296	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"F: Construction"	"%"	10.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"number"	10873	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"%"	18.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"H: Transport and storage"	"number"	3234	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"H: Transport and storage"	"%"	5.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"I: Accommodation and food service activities"	"number"	2231	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"I: Accommodation and food service activities"	"%"	3.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"J: Information and communication"	"number"	1423	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"J: Information and communication"	"%"	2.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E07000170"	"K: Financial and insurance activities"	"number"	817	""
